sample_name,timestamp,time_iso,split,block,thread1_alarm,thread2_fault,fault_class_primary,thread3_agent,thread4_skill,skill_names,trigger_words,severity_score,rcf_score
SHIP500-B08-T05173,1765877805.9275718,2025-12-16 09:36:45,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.6461
SHIP500-B08-T05174,1765877818.164594,2025-12-16 09:36:58,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6476
SHIP500-B08-T05175,1765877830.3753395,2025-12-16 09:37:10,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6434
SHIP500-B08-T05176,1765877842.5764382,2025-12-16 09:37:22,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.6419
SHIP500-B08-T05177,1765877854.7838342,2025-12-16 09:37:34,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6426
SHIP500-B08-T05178,1765877866.9917097,2025-12-16 09:37:46,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6438
SHIP500-B08-T05179,1765877879.1968963,2025-12-16 09:37:59,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6407
SHIP500-B08-T05180,1765877891.400191,2025-12-16 09:38:11,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.64
SHIP500-B08-T05181,1765877903.5776904,2025-12-16 09:38:23,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6377
SHIP500-B08-T05182,1765877915.779189,2025-12-16 09:38:35,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.64
SHIP500-B08-T05183,1765877928.0055518,2025-12-16 09:38:48,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.64
SHIP500-B08-T05184,1765877940.1747234,2025-12-16 09:39:00,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.6339
SHIP500-B08-T05185,1765877952.3742466,2025-12-16 09:39:12,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6384
SHIP500-B08-T05186,1765877964.5906136,2025-12-16 09:39:24,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.6434
SHIP500-B08-T05187,1765877976.8155322,2025-12-16 09:39:36,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.643
SHIP500-B08-T05188,1765877989.043287,2025-12-16 09:39:49,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.6445
SHIP500-B08-T05189,1765878001.270234,2025-12-16 09:40:01,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.6442
SHIP500-B08-T05190,1765878013.4559622,2025-12-16 09:40:13,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6442
SHIP500-B08-T05191,1765878025.6813154,2025-12-16 09:40:25,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6403
SHIP500-B08-T05192,1765878037.8860672,2025-12-16 09:40:37,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.643
SHIP500-B08-T05193,1765878050.1077778,2025-12-16 09:40:50,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6415
SHIP500-B08-T05194,1765878062.3362763,2025-12-16 09:41:02,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.638
SHIP500-B08-T05195,1765878074.5031066,2025-12-16 09:41:14,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.635
SHIP500-B08-T05196,1765878086.707723,2025-12-16 09:41:26,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6422
SHIP500-B08-T05197,1765878098.9150846,2025-12-16 09:41:38,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6422
SHIP500-B08-T05198,1765878111.162487,2025-12-16 09:41:51,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6411
SHIP500-B08-T05199,1765878123.3607106,2025-12-16 09:42:03,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6465
SHIP500-B08-T05200,1765878135.5877624,2025-12-16 09:42:15,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6419
SHIP500-B08-T05201,1765878147.8527908,2025-12-16 09:42:27,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.64
SHIP500-B08-T05202,1765878160.0742972,2025-12-16 09:42:40,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6369
SHIP500-B08-T05203,1765878172.2870686,2025-12-16 09:42:52,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6403
SHIP500-B08-T05204,1765878184.499291,2025-12-16 09:43:04,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6403
SHIP500-B08-T05205,1765878196.7244277,2025-12-16 09:43:16,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6373
SHIP500-B08-T05206,1765878208.9421902,2025-12-16 09:43:28,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6354
SHIP500-B08-T05207,1765878221.1588905,2025-12-16 09:43:41,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6354
SHIP500-B08-T05208,1765878233.3745456,2025-12-16 09:43:53,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.632
SHIP500-B08-T05209,1765878245.581414,2025-12-16 09:44:05,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6362
SHIP500-B08-T05210,1765878257.782433,2025-12-16 09:44:17,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6354
SHIP500-B08-T05211,1765878269.975283,2025-12-16 09:44:29,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6346
SHIP500-B08-T05212,1765878282.183197,2025-12-16 09:44:42,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6343
SHIP500-B08-T05213,1765878294.3995562,2025-12-16 09:44:54,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6339
SHIP500-B08-T05214,1765878306.617862,2025-12-16 09:45:06,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6365
SHIP500-B08-T05215,1765878318.829191,2025-12-16 09:45:18,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6354
SHIP500-B08-T05216,1765878331.0614154,2025-12-16 09:45:31,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6327
SHIP500-B08-T05217,1765878343.2647042,2025-12-16 09:45:43,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.632
SHIP500-B08-T05218,1765878355.4937394,2025-12-16 09:45:55,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6369
SHIP500-B08-T05219,1765878367.6895957,2025-12-16 09:46:07,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6384
SHIP500-B08-T05220,1765878379.8888266,2025-12-16 09:46:19,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6384
SHIP500-B08-T05221,1765878392.1281817,2025-12-16 09:46:32,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6396
SHIP500-B08-T05222,1765878404.317067,2025-12-16 09:46:44,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.64
SHIP500-B08-T05223,1765878416.5095117,2025-12-16 09:46:56,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6403
SHIP500-B08-T05224,1765878428.7114642,2025-12-16 09:47:08,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6415
SHIP500-B08-T05225,1765878440.9088166,2025-12-16 09:47:20,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6438
SHIP500-B08-T05226,1765878453.1083608,2025-12-16 09:47:33,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6438
SHIP500-B08-T05227,1765878465.315883,2025-12-16 09:47:45,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6476
SHIP500-B08-T05228,1765878477.5067146,2025-12-16 09:47:57,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6469
SHIP500-B08-T05229,1765878489.7014086,2025-12-16 09:48:09,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6488
SHIP500-B08-T05230,1765878501.9033084,2025-12-16 09:48:21,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6461
SHIP500-B08-T05231,1765878514.1281435,2025-12-16 09:48:34,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6465
SHIP500-B08-T05232,1765878526.3284278,2025-12-16 09:48:46,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6388
SHIP500-B08-T05233,1765878538.528365,2025-12-16 09:48:58,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6377
SHIP500-B08-T05234,1765878550.7430797,2025-12-16 09:49:10,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.64
SHIP500-B08-T05235,1765878562.940406,2025-12-16 09:49:22,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6403
SHIP500-B08-T05236,1765878575.146743,2025-12-16 09:49:35,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6403
SHIP500-B08-T05237,1765878587.377406,2025-12-16 09:49:47,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.638
SHIP500-B08-T05238,1765878599.5929503,2025-12-16 09:49:59,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.638
SHIP500-B08-T05239,1765878611.8399389,2025-12-16 09:50:11,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6373
SHIP500-B08-T05240,1765878624.0220177,2025-12-16 09:50:24,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6388
SHIP500-B08-T05241,1765878636.2233074,2025-12-16 09:50:36,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6407
SHIP500-B08-T05242,1765878648.4172816,2025-12-16 09:50:48,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6388
SHIP500-B08-T05243,1765878660.613557,2025-12-16 09:51:00,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6396
SHIP500-B08-T05244,1765878672.8360207,2025-12-16 09:51:12,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6449
SHIP500-B08-T05245,1765878685.0083575,2025-12-16 09:51:25,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.643
SHIP500-B08-T05246,1765878697.212642,2025-12-16 09:51:37,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6426
SHIP500-B08-T05247,1765878709.405665,2025-12-16 09:51:49,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6426
SHIP500-B08-T05248,1765878721.594322,2025-12-16 09:52:01,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6407
SHIP500-B08-T05249,1765878733.783111,2025-12-16 09:52:13,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.643
SHIP500-B08-T05250,1765878745.9964871,2025-12-16 09:52:25,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6438
SHIP500-B08-T05251,1765878758.2681868,2025-12-16 09:52:38,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6426
SHIP500-B08-T05252,1765878770.4721322,2025-12-16 09:52:50,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.64
SHIP500-B08-T05253,1765878782.6662426,2025-12-16 09:53:02,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6354
SHIP500-B08-T05254,1765878794.881427,2025-12-16 09:53:14,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6434
SHIP500-B08-T05255,1765878807.0814798,2025-12-16 09:53:27,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6434
SHIP500-B08-T05256,1765878819.2936244,2025-12-16 09:53:39,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6403
SHIP500-B08-T05257,1765878831.5034611,2025-12-16 09:53:51,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6411
SHIP500-B08-T05258,1765878843.7162836,2025-12-16 09:54:03,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.64
SHIP500-B08-T05259,1765878855.941938,2025-12-16 09:54:15,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6354
SHIP500-B08-T05260,1765878868.1372092,2025-12-16 09:54:28,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6407
SHIP500-B08-T05261,1765878880.342581,2025-12-16 09:54:40,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6407
SHIP500-B08-T05262,1765878892.5469923,2025-12-16 09:54:52,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.6377
SHIP500-B08-T05263,1765878904.752092,2025-12-16 09:55:04,test,8,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.6384
